PuzzleName,Solver,Solved,HintCount,HintVariance,DifficultyScore,Run1(ms),Run2(ms),Run3(ms),Run4(ms),Run5(ms),BestTime(ms),WorstTime(ms),AverageTime(ms),NumberOfGuesses,PropagationDepth,PeakMemory(bytes),OriginalPuzzle,Solution,InitStartTime(ms),InitEndTime(ms),InitTime(μs),InitMemCost(bytes)
Puzzle_30,DPLLSAT,Yes,23,0.98,29.55,190,188,179,173,173,173,190,180,0,729,216253216,070000090000100060390000000700000000003000500000760320040001080000205004506004070,671352498485197263392846751729513846863429517154768329247631985918275634536984172,13600547530100,13600547562100,32,1
Puzzle_30,DLX,Yes,23,0.98,29.55,4,2,4,3,3,2,4,3,58,58,1422872,070000090000100060390000000700000000003000500000760320040001080000205004506004070,671352498485197263392846751729513846863429517154768329247631985918275634536984172,13601450804000,13601450844300,40,1
Puzzle_31,Backtracking,Yes,23,1.13,31.00,27,29,25,32,31,25,32,28,47169,57,16152728,300004000090000145006000000000000007800000234050097000000900000010000086000208910,325814679798623145146579328631482597879156234254397861483961752912735486567248913,13601467392000,13601467421300,29,1
Puzzle_31,ConstraintPropagation,Yes,23,1.13,31.00,5,7,6,5,5,5,7,5,32,57,1426312,300004000090000145006000000000000007800000234050097000000900000010000086000208910,325814679798623145146579328631482597879156234254397861483961752912735486567248913,13601611316200,13601611360000,43,1
Puzzle_31,DPLLSAT,Yes,23,1.13,31.00,207,176,171,170,178,170,207,180,0,729,195201552,300004000090000145006000000000000007800000234050097000000900000010000086000208910,325814679798623145146579328631482597879156234254397861483961752912735486567248913,13601639704100,13601639735000,30,1
Puzzle_31,DLX,Yes,23,1.13,31.00,4,4,3,4,2,2,4,3,58,58,1430592,300004000090000145006000000000000007800000234050097000000900000010000086000208910,325814679798623145146579328631482597879156234254397861483961752912735486567248913,13602541470100,13602541513900,43,1
Puzzle_32,Backtracking,Yes,25,1.28,31.82,4,3,4,4,4,3,4,3,451,55,1431896,001000650900803000020000000290500006500000070834010002040789000000030040700000000,371924658965873421428156739297548316516392874834617592143789265689235147752461983,13602558536900,13602558571400,34,1
Puzzle_32,ConstraintPropagation,Yes,25,1.28,31.82,4,3,4,4,3,3,4,3,0,55,1434032,001000650900803000020000000290500006500000070834010002040789000000030040700000000,371924658965873421428156739297548316516392874834617592143789265689235147752461983,13602578276700,13602578302800,26,1
Puzzle_32,DPLLSAT,Yes,25,1.28,31.82,194,180,194,175,175,175,194,183,0,729,180527080,001000650900803000020000000290500006500000070834010002040789000000030040700000000,371924658965873421428156739297548316516392874834617592143789265689235147752461983,13602596300300,13602596326000,25,1
Puzzle_32,DLX,Yes,25,1.28,31.82,4,4,4,3,3,3,4,3,56,56,1437720,001000650900803000020000000290500006500000070834010002040789000000030040700000000,371924658965873421428156739297548316516392874834617592143789265689235147752461983,13603515239800,13603515278400,38,1
Puzzle_33,Backtracking,Yes,25,1.42,33.23,8,8,7,7,8,7,8,7,6514,55,1438168,003090000506074000900000040000002000000051070080736205008000403097060000000000002,843695127526174389971328546715942638362851974489736215658217493297463851134589762,13603533315300,13603533341100,25,1
Puzzle_33,ConstraintPropagation,Yes,25,1.42,33.23,5,4,3,5,3,3,5,4,3,55,1432576,003090000506074000900000040000002000000051070080736205008000403097060000000000002,843695127526174389971328546715942638362851974489736215658217493297463851134589762,13603571371200,13603571399100,27,1
Puzzle_33,DPLLSAT,Yes,25,1.42,33.23,203,188,186,184,179,179,203,188,0,729,215963840,003090000506074000900000040000002000000051070080736205008000403097060000000000002,843695127526174389971328546715942638362851974489736215658217493297463851134589762,13603591782500,13603591868200,85,1
Puzzle_33,DLX,Yes,25,1.42,33.23,4,4,3,3,2,2,4,3,56,56,1434720,003090000506074000900000040000002000000051070080736205008000403097060000000000002,843695127526174389971328546715942638362851974489736215658217493297463851134589762,13604532528500,13604532578600,50,1
Puzzle_34,Backtracking,Yes,24,1.35,32.93,5,5,5,6,5,5,6,5,2943,56,1436976,800120040000300000007069000900040600000005720000800000000000000025080306108090500,863127945249358167517469832971243658684915723352876419796534281425781396138692574,13604549070700,13604549096000,25,1
Puzzle_34,ConstraintPropagation,Yes,24,1.35,32.93,5,3,3,3,4,3,5,3,2,56,1439408,800120040000300000007069000900040600000005720000800000000000000025080306108090500,863127945249358167517469832971243658684915723352876419796534281425781396138692574,13604575811000,13604575852500,41,1
Puzzle_34,DPLLSAT,Yes,24,1.35,32.93,179,172,190,172,179,172,190,178,0,729,211793064,800120040000300000007069000900040600000005720000800000000000000025080306108090500,863127945249358167517469832971243658684915723352876419796534281425781396138692574,13604593170000,13604593198800,28,1
Puzzle_34,DLX,Yes,24,1.35,32.93,5,3,4,3,4,3,5,3,57,57,1442800,800120040000300000007069000900040600000005720000800000000000000025080306108090500,863127945249358167517469832971243658684915723352876419796534281425781396138692574,13605486422000,13605486455800,33,1
Puzzle_35,Backtracking,Yes,23,0.88,28.49,3,5,4,3,4,3,5,3,539,57,1442360,010700040094000600000015000508300206000002000003000100800070000000000010062000034,215769348794823651386415927548391276671582493923647185839174562457236819162958734,13605504933800,13605504961200,27,1
Puzzle_35,ConstraintPropagation,Yes,23,0.88,28.49,10,11,12,7,6,6,12,9,18,57,1445576,010700040094000600000015000508300206000002000003000100800070000000000010062000034,215769348794823651386415927548391276671582493923647185839174562457236819162958734,13605524577700,13605524650400,72,1
Puzzle_35,DPLLSAT,Yes,23,0.88,28.49,204,188,180,180,175,175,204,185,0,729,190853536,010700040094000600000015000508300206000002000003000100800070000000000010062000034,215769348794823651386415927548391276671582493923647185839174562457236819162958734,13605571312900,13605571374400,61,1
Puzzle_35,DLX,Yes,23,0.88,28.49,4,2,3,3,4,2,4,3,58,58,1448672,010700040094000600000015000508300206000002000003000100800070000000000010062000034,215769348794823651386415927548391276671582493923647185839174562457236819162958734,13606498343700,13606498392500,48,1
Puzzle_36,Backtracking,Yes,23,0.89,28.67,3,4,3,5,3,3,5,3,1124,57,1450568,000000039020010600034000002006800000100600540700003200003000090600052010000000000,561284739827319654934576182346825971182697543759143268213768495698452317475931826,13606514044700,13606514079400,34,1
Puzzle_36,ConstraintPropagation,Yes,23,0.89,28.67,4,4,4,5,5,4,5,4,11,57,1453000,000000039020010600034000002006800000100600540700003200003000090600052010000000000,561284739827319654934576182346825971182697543759143268213768495698452317475931826,13606533287700,13606533312300,24,1
Puzzle_36,DPLLSAT,Yes,23,0.89,28.67,196,178,191,175,168,168,196,181,0,729,209721768,000000039020010600034000002006800000100600540700003200003000090600052010000000000,561284739827319654934576182346825971182697543759143268213768495698452317475931826,13606555830200,13606555873300,43,1
Puzzle_36,DLX,Yes,23,0.89,28.67,3,4,3,3,4,3,4,3,58,58,1457872,000000039020010600034000002006800000100600540700003200003000090600052010000000000,561284739827319654934576182346825971182697543759143268213768495698452317475931826,13607464856000,13607464897000,41,1
Puzzle_37,Backtracking,Yes,23,1.20,31.68,4,6,5,5,6,4,6,5,3287,57,1460064,000350760008109000000000000200000100004008000701500000100000009070903000306000480,419352768628179543537486921283697154954218637761534892142865379875943216396721485,13607481478300,13607481509200,30,1
Puzzle_37,ConstraintPropagation,Yes,23,1.20,31.68,4,5,5,4,5,4,5,4,27,57,1461048,000350760008109000000000000200000100004008000701500000100000009070903000306000480,419352768628179543537486921283697154954218637761534892142865379875943216396721485,13607508296300,13607508326200,29,1
Puzzle_37,DPLLSAT,Yes,23,1.20,31.68,206,179,173,179,174,173,206,182,0,729,184686992,000350760008109000000000000200000100004008000701500000100000009070903000306000480,419352768628179543537486921283697154954218637761534892142865379875943216396721485,13607531689200,13607531720100,30,1
Puzzle_37,DLX,Yes,23,1.20,31.68,3,5,4,5,3,3,5,4,58,58,1460264,000350760008109000000000000200000100004008000701500000100000009070903000306000480,419352768628179543537486921283697154954218637761534892142865379875943216396721485,13608443213500,13608443252500,39,1
Puzzle_38,Backtracking,Yes,22,0.86,28.72,79,92,81,81,81,79,92,82,142674,58,58186152,001090000000050000207000080030000000800003040000700100000000908009340700053002004,541896372368257491297134586135429867876513249924768153412675938689341725753982614,13608463127200,13608463156600,29,1
Puzzle_38,ConstraintPropagation,Yes,22,0.86,28.72,3,5,3,5,3,3,5,3,6,58,1464000,001090000000050000207000080030000000800003040000700100000000908009340700053002004,541896372368257491297134586135429867876513249924768153412675938689341725753982614,13608877381600,13608877427900,46,1
Puzzle_38,DPLLSAT,Yes,22,0.86,28.72,209,192,182,177,178,177,209,187,0,729,205617368,001090000000050000207000080030000000800003040000700100000000908009340700053002004,541896372368257491297134586135429867876513249924768153412675938689341725753982614,13608896143800,13608896172200,28,1
Puzzle_38,DLX,Yes,22,0.86,28.72,4,3,4,3,4,3,4,3,59,59,1468512,001090000000050000207000080030000000800003040000700100000000908009340700053002004,541896372368257491297134586135429867876513249924768153412675938689341725753982614,13609833758700,13609833797800,39,1
Puzzle_39,Backtracking,Yes,25,1.02,29.14,5,4,4,4,5,4,5,4,1524,55,1467216,400705009000210054009004001060120000000000780030000000680003000097040100000000005,413785269876219354259364871968127543145936782732458916681593427597642138324871695,13609851998600,13609852027500,28,1
Puzzle_39,ConstraintPropagation,Yes,25,1.02,29.14,5,3,5,4,4,3,5,4,16,55,1468760,400705009000210054009004001060120000000000780030000000680003000097040100000000005,413785269876219354259364871968127543145936782732458916681593427597642138324871695,13609874359500,13609874392900,33,1
